Transaction_ID,Date,Customer_ID,Product_ID,Branch_ID,Sales_Channel,Quantity,Discount_Rate
TXN-002196,2023-12-16,CUST-0177,PROD-109,BR-05,Store,1,0.05
TXN-002197,2023-08-03,CUST-3048,PROD-103,BR-11,Store,1,0.0
TXN-002198,2024-04-01,CUST-0747,PROD-110,BR-12,STORE,1,0.0
TXN-002199,2023-10-04,CUST-2892,PROD-101,BR-02,Online,1,0.0
TXN-002200,2023-03-25,CUST-3287,PROD-105,BR-09,Store,2,0.1
TXN-002201,2024-09-14,CUST-2089,PROD-110,BR-01,Store,2,0.05
TXN-002202,2024-04-06,CUST-2654,PROD-105,BR-08,online,2,0.05
TXN-002203,2023-09-24,CUST-1053,PROD-101,BR-07,online,1,0.1
TXN-002204,2024-04-06,CUST-0412,PROD-104,BR-06,Online,1,0.05
TXN-002205,2023-06-20,CUST-1452,PROD-106,BR-10,Online,1,0.0
TXN-002206,2023-10-21,CUST-0453,PROD-109,BR-06,Store,1,0.1
TXN-002207,2023-08-29,CUST-2540,PROD-109,BR-07,Online ,2,0.0
TXN-002208,2024-03-03,CUST-3462,PROD-104,BR-04,Online ,1,0.0
TXN-002209,2023-05-25,CUST-0504,PROD-111,BR-12,online,1,
TXN-002210,2023-09-28,CUST-1818,PROD-105,BR-06,STORE,1,0.0
TXN-002211,2023-01-09,CUST-1821,PROD-108,BR-04,STORE,1,0.0
TXN-002212,2023-06-16,CUST-0955,PROD-108,BR-06,Store,1,0.0
TXN-002213,2023-04-08,CUST-3085,PROD-104,BR-09,Store,1,0.0
TXN-002214,2024-07-14,CUST-0768,PROD-102,BR-07,Store,3,
TXN-002215,2023-11-25,CUST-2797,PROD-101,BR-05,Store,1,0.1
TXN-002216,2023-12-25,CUST-1464,PROD-102,BR-11,online,1,
TXN-002217,2024-11-03,CUST-0024,PROD-104,BR-03,Online ,1,0.0
TXN-002218,2024-09-28,CUST-0132,PROD-107,BR-03,Online,1,0.0
TXN-002219,2024-08-23,CUST-1941,PROD-104,BR-10,STORE,2,0.0
TXN-002220,2024-08-09,CUST-3038,PROD-105,BR-09,online,1,0.15
TXN-002221,2024-02-08,CUST-1444,PROD-101,BR-02,Online,1,0.0
TXN-002222,2023-07-11,CUST-1319,PROD-111,BR-03,Store,1,0.0
TXN-002223,2024-08-02,CUST-0660,PROD-108,BR-12,STORE,1,0.1
TXN-002224,2024-09-01,CUST-3466,PROD-106,BR-09,online,2,0.0
TXN-002225,2024-07-30,CUST-1995,PROD-108,BR-10,Store,3,0.1
TXN-002226,2023-08-07,CUST-1240,PROD-111,BR-10,Online,1,0.1
TXN-002227,2024-03-10,CUST-2702,PROD-108,BR-01,Online,1,0.05
TXN-002228,2023-05-31,CUST-3364,PROD-101,BR-05,Online,2,0.05
TXN-002229,2024-12-01,CUST-1275,PROD-107,BR-01,Store,1,0.0
TXN-002230,2024-10-26,CUST-0776,PROD-110,BR-11,online,1,0.05
TXN-002231,2023-02-07,CUST-2609,PROD-101,BR-02,online,1,0.05
TXN-002232,2024-11-16,CUST-1511,PROD-111,BR-03,online,1,0.0
TXN-002233,2023-12-20,CUST-1834,PROD-102,BR-02,STORE,1,0.0
TXN-002234,2024-06-18,CUST-0114,PROD-105,BR-12,Online,1,0.05
TXN-002235,2024-05-04,CUST-1285,PROD-105,BR-11,Online ,1,0.05
TXN-002236,2023-12-31,CUST-1494,PROD-103,BR-08,Online ,1,0.0
TXN-002237,2024-08-24,CUST-0617,PROD-103,BR-08,Online,1,0.1
TXN-002238,2024-06-22,CUST-1560,PROD-107,BR-12,STORE,1,0.0
TXN-002239,2024-02-13,CUST-1707,PROD-103,BR-09,online,2,0.0
TXN-002240,2024-09-17,CUST-2200,PROD-102,BR-08,Online,1,0.1
TXN-002241,2024-02-14,CUST-2874,PROD-111,BR-08,Online ,1,0.0
TXN-002242,2024-10-30,CUST-2626,PROD-103,BR-06,online,1,0.0
TXN-002243,2023-08-14,CUST-2297,PROD-101,BR-02,Store,1,0.0
TXN-002244,2023-06-26,CUST-2645,PROD-104,BR-09,STORE,1,0.05
TXN-002245,2024-06-14,CUST-2331,PROD-106,BR-07,online,1,0.15
TXN-002246,2024-01-09,CUST-1068,PROD-105,BR-12,Online ,2,0.0
TXN-002247,2023-04-11,CUST-1395,PROD-109,BR-10,Online,1,0.15
TXN-002248,2024-07-01,CUST-1010,PROD-110,BR-06,Store,1,0.15
TXN-002249,2023-10-27,CUST-1454,PROD-101,BR-02,STORE,1,0.05
TXN-002250,2024-11-23,CUST-0017,PROD-107,BR-02,STORE,1,0.0
TXN-002251,2024-05-19,CUST-1088,PROD-106,BR-12,online,1,0.15
TXN-002252,2023-09-21,CUST-2086,PROD-102,BR-06,Store,1,0.05
TXN-002253,2024-01-06,CUST-1297,PROD-101,BR-10,Online,1,0.0
TXN-002254,2023-04-25,CUST-2960,PROD-109,BR-04,STORE,1,0.1
TXN-002255,2024-03-22,CUST-0519,PROD-101,BR-10,Store,1,0.0
TXN-002256,2023-12-22,CUST-0892,PROD-108,BR-01,STORE,1,0.1
TXN-002257,2024-11-06,CUST-2911,PROD-103,BR-04,Online,1,0.1
TXN-002258,2024-08-27,CUST-0388,PROD-101,BR-01,Online,2,0.15
TXN-002259,2024-03-28,CUST-1017,PROD-110,BR-02,STORE,2,0.0
TXN-002260,2024-03-05,CUST-2057,PROD-110,BR-03,online,2,
TXN-002261,2023-10-22,CUST-3162,PROD-105,BR-12,Online ,1,0.1
TXN-002262,2023-02-09,CUST-0275,PROD-111,BR-05,Online ,1,0.0
TXN-002263,2023-12-05,CUST-1391,PROD-102,BR-03,Store,1,0.1
TXN-002264,2024-09-17,CUST-2471,PROD-107,BR-06,STORE,2,0.0
TXN-002265,2024-04-20,CUST-1614,PROD-103,BR-12,STORE,3,0.05
TXN-002266,2024-06-14,CUST-0217,PROD-106,BR-10,STORE,1,0.15
TXN-002267,2024-04-30,CUST-0094,PROD-105,BR-12,Online ,4,0.0
TXN-002268,2023-06-13,CUST-2147,PROD-107,BR-06,online,3,0.0
TXN-002269,2024-04-27,CUST-2519,PROD-110,BR-09,Store,1,0.05
TXN-002270,2023-09-14,CUST-1780,PROD-111,BR-12,Online ,1,0.05
TXN-002271,2024-11-19,CUST-2108,PROD-111,BR-10,STORE,2,0.05
TXN-002272,2024-10-10,CUST-1532,PROD-105,BR-01,Online,1,0.0
TXN-002273,2024-06-26,CUST-2462,PROD-111,BR-02,STORE,1,0.05
TXN-002274,2024-02-05,CUST-3003,PROD-111,BR-09,online,2,0.05
TXN-002275,2023-10-26,CUST-2729,PROD-108,BR-12,STORE,1,0.0
TXN-002276,2023-03-31,CUST-2158,PROD-103,BR-02,Store,2,0.0
TXN-002277,2024-05-13,CUST-3047,PROD-101,BR-01,STORE,1,
TXN-002278,2024-06-12,CUST-1726,PROD-110,BR-09,STORE,1,0.1
TXN-002279,2024-07-03,CUST-1554,PROD-110,BR-05,Online ,1,0.0
TXN-002280,2023-01-24,CUST-2181,PROD-109,BR-04,Store,1,0.0
TXN-002281,2023-01-23,CUST-0694,PROD-108,BR-10,online,1,0.0
TXN-002282,2023-06-01,CUST-2127,PROD-110,BR-02,Online,1,0.1
TXN-002283,2024-06-07,CUST-1815,PROD-107,BR-02,online,1,0.1
TXN-002284,2024-06-06,CUST-1913,PROD-109,BR-01,Online,1,0.0
TXN-002285,2023-07-03,CUST-1448,PROD-111,BR-10,online,1,0.0
TXN-002286,2023-08-10,CUST-1480,PROD-102,BR-05,STORE,2,0.15
TXN-002287,2024-11-26,CUST-2205,PROD-111,BR-07,Online,1,0.0
TXN-002288,2024-08-11,CUST-0846,PROD-101,BR-10,online,4,0.0
TXN-002289,2024-01-08,CUST-3105,PROD-104,BR-02,STORE,1,0.0
TXN-002290,2024-10-03,CUST-1356,PROD-104,BR-09,STORE,1,0.15
TXN-002291,2023-01-06,CUST-0682,PROD-109,BR-04,Online ,1,0.05
TXN-002292,2024-09-15,CUST-2282,PROD-104,BR-05,online,3,0.15
TXN-002293,2023-04-19,CUST-1428,PROD-101,BR-06,Store,2,0.05
TXN-002294,2023-10-14,CUST-0401,PROD-109,BR-01,Online ,1,0.15
TXN-002295,2023-05-07,CUST-1045,PROD-105,BR-11,Online,1,0.0
TXN-002296,2024-06-10,CUST-0987,PROD-110,BR-06,STORE,1,0.05
TXN-002297,2024-01-02,CUST-2138,PROD-110,BR-03,STORE,1,0.1
TXN-002298,2023-05-02,CUST-0585,PROD-102,BR-05,STORE,1,0.05
TXN-002299,2024-04-26,CUST-2872,PROD-105,BR-08,STORE,1,0.1
TXN-002300,2024-09-03,CUST-3286,PROD-111,BR-04,STORE,2,0.0
TXN-002301,2024-02-17,CUST-2671,PROD-104,BR-01,Online ,2,0.0
TXN-002302,2023-04-25,CUST-3486,PROD-106,BR-05,Online,1,0.0
TXN-002303,2024-06-05,CUST-2649,PROD-102,BR-11,Store,1,0.0
TXN-002304,2024-05-29,CUST-0602,PROD-101,BR-01,Online ,1,0.05
TXN-002305,2024-01-04,CUST-0109,PROD-109,BR-11,Online,2,0.0
TXN-002306,2024-11-11,CUST-0111,PROD-103,BR-06,Store,2,0.0
TXN-002307,2023-12-15,CUST-3044,PROD-104,BR-08,online,1,0.1
TXN-002308,2024-04-14,CUST-3367,PROD-111,BR-12,Store,1,0.0
TXN-002309,2024-08-03,CUST-3346,PROD-107,BR-11,Store,1,0.0
TXN-002310,2023-08-25,CUST-1506,PROD-108,BR-03,Online,2,0.1
TXN-002311,2023-12-21,CUST-0164,PROD-106,BR-11,STORE,1,0.0
TXN-002312,2024-03-14,CUST-0770,PROD-105,BR-10,Online ,1,0.0
TXN-002313,2023-06-22,CUST-0887,PROD-108,BR-04,Store,1,0.0
TXN-002314,2023-04-29,CUST-2239,PROD-109,BR-09,STORE,1,0.0
TXN-002315,2024-09-01,CUST-0268,PROD-104,BR-04,Online,1,0.0
TXN-002316,2024-02-15,CUST-2604,PROD-110,BR-06,Online ,1,0.05
TXN-002317,2023-01-05,CUST-0494,PROD-111,BR-03,STORE,1,0.1
TXN-002318,2024-04-21,CUST-2421,PROD-103,BR-06,Online ,1,0.0
TXN-002319,2024-03-16,CUST-3246,PROD-109,BR-09,online,1,0.0
TXN-002320,2023-02-04,CUST-0970,PROD-106,BR-04,online,1,0.0
TXN-002321,2024-04-16,CUST-2469,PROD-104,BR-02,Online,1,0.0
TXN-002322,2023-12-25,CUST-0507,PROD-106,BR-12,online,1,0.0
TXN-002323,2023-09-15,CUST-0898,PROD-103,BR-07,online,1,0.1
TXN-002324,2023-06-24,CUST-1730,PROD-102,BR-08,online,1,0.15
TXN-002325,2024-06-08,CUST-1240,PROD-103,BR-02,online,1,0.0
TXN-002326,2024-08-14,CUST-3132,PROD-103,BR-07,Online ,1,0.0
TXN-002327,2024-08-12,CUST-1900,PROD-109,BR-07,online,1,0.1
TXN-002328,2023-07-18,CUST-2203,PROD-107,BR-01,online,1,0.0
TXN-002329,2023-12-19,CUST-2949,PROD-106,BR-05,Online,1,0.1
TXN-002330,2024-08-20,CUST-2767,PROD-103,BR-04,online,1,0.15
TXN-002331,2023-10-22,CUST-2523,PROD-105,BR-03,Store,4,0.05
TXN-002332,2023-02-03,CUST-2464,PROD-108,BR-06,Online,1,0.0
TXN-002333,2024-07-14,CUST-3016,PROD-105,BR-10,online,3,0.0
TXN-002334,2023-10-09,CUST-2513,PROD-102,BR-07,Store,1,0.0
TXN-002335,2023-03-20,CUST-1191,PROD-110,BR-08,Online ,2,0.0
TXN-002336,2024-07-12,CUST-3386,PROD-108,BR-03,online,1,
TXN-002337,2023-10-04,CUST-0016,PROD-108,BR-02,Store,1,0.0
TXN-002338,2024-06-15,CUST-3387,PROD-106,BR-09,online,2,0.0
TXN-002339,2024-07-29,CUST-3183,PROD-106,BR-09,Store,2,0.0
TXN-002340,2024-06-12,CUST-1389,PROD-105,BR-05,Online ,1,0.0
TXN-002341,2023-11-23,CUST-3063,PROD-106,BR-01,Store,3,0.0
TXN-002342,2024-01-10,CUST-1844,PROD-106,BR-12,STORE,1,0.05
TXN-002343,2023-07-15,CUST-3031,PROD-105,BR-09,Online ,2,0.0
TXN-002344,2023-11-19,CUST-0689,PROD-108,BR-06,online,3,0.0
TXN-002345,2024-07-09,CUST-2459,PROD-110,BR-10,online,1,0.0
TXN-002346,2023-02-14,CUST-0485,PROD-107,BR-06,Store,1,0.0
TXN-002347,2023-02-18,CUST-1729,PROD-109,BR-02,Online ,1,0.0
TXN-002348,2024-11-01,CUST-2440,PROD-106,BR-11,Online ,1,0.0
TXN-002349,2024-01-28,CUST-1598,PROD-109,BR-02,online,1,0.0
TXN-002350,2024-10-08,CUST-2388,PROD-101,BR-07,online,2,0.05
TXN-002351,2023-02-22,CUST-1076,PROD-101,BR-08,Online,2,0.0
TXN-002352,2024-05-27,CUST-1257,PROD-101,BR-03,Store,2,0.1
TXN-002353,2023-01-27,CUST-3246,PROD-109,BR-05,Store,2,0.05
TXN-002354,2023-12-09,CUST-2217,PROD-109,BR-04,STORE,4,0.0
TXN-002355,2023-04-23,CUST-0850,PROD-108,BR-01,Store,1,0.1
TXN-002356,2023-04-30,CUST-0599,PROD-109,BR-07,online,1,0.15
TXN-002357,2023-03-17,CUST-2752,PROD-101,BR-05,Store,1,0.0
TXN-002358,2023-07-16,CUST-2657,PROD-108,BR-03,Online,1,0.05
TXN-002359,2023-05-05,CUST-1556,PROD-111,BR-11,Online ,2,0.0
TXN-002360,2024-06-12,CUST-0177,PROD-110,BR-03,Online,3,0.05
TXN-002361,2024-03-04,CUST-3101,PROD-108,BR-06,Online,2,0.0
TXN-002362,2023-08-03,CUST-1752,PROD-107,BR-08,online,2,0.0
TXN-002363,2024-06-26,CUST-0542,PROD-104,BR-02,Store,1,0.05
TXN-002364,2024-08-07,CUST-2921,PROD-103,BR-12,Online ,1,0.15
TXN-002365,2024-01-26,CUST-1005,PROD-106,BR-03,online,1,0.0
TXN-002366,2024-02-14,CUST-3266,PROD-104,BR-05,Online,1,0.15
TXN-002367,2023-04-14,CUST-1385,PROD-102,BR-02,Online,4,0.0
TXN-002368,2023-12-07,CUST-1583,PROD-109,BR-10,online,1,0.0
TXN-002369,2023-08-26,CUST-1174,PROD-104,BR-09,STORE,2,0.0
TXN-002370,2024-11-29,CUST-1677,PROD-105,BR-01,online,1,0.1
TXN-002371,2024-07-15,CUST-2706,PROD-103,BR-10,Store,1,0.0
TXN-002372,2024-09-26,CUST-3442,PROD-105,BR-06,Store,1,0.0
TXN-002373,2024-01-03,CUST-2426,PROD-110,BR-05,online,1,0.05
TXN-002374,2023-09-29,CUST-0798,PROD-111,BR-03,STORE,1,0.0
TXN-002375,2023-10-08,CUST-2990,PROD-109,BR-08,STORE,1,0.0
TXN-002376,2023-05-16,CUST-2140,PROD-110,BR-04,STORE,1,
TXN-002377,2023-11-22,CUST-0807,PROD-104,BR-05,Store,1,0.1
TXN-002378,2023-10-08,CUST-2049,PROD-106,BR-12,STORE,2,0.1
TXN-002379,2023-02-25,CUST-1579,PROD-104,BR-04,Store,1,0.1
TXN-002380,2024-07-21,CUST-0491,PROD-103,BR-03,Online ,1,0.05
TXN-002381,2023-08-22,CUST-2188,PROD-106,BR-11,Online ,2,0.1
TXN-002382,2023-05-13,CUST-2427,PROD-105,BR-06,STORE,1,0.0
TXN-002383,2024-07-19,CUST-3479,PROD-101,BR-07,online,2,0.0
TXN-002384,2024-05-20,CUST-0928,PROD-107,BR-07,Online,1,0.0
TXN-002385,2023-11-19,CUST-0789,PROD-109,BR-01,STORE,1,0.1
TXN-002386,2024-03-16,CUST-1709,PROD-110,BR-08,online,1,0.0
TXN-002387,2024-04-02,CUST-1631,PROD-107,BR-09,STORE,1,0.0
TXN-002388,2023-04-12,CUST-0606,PROD-102,BR-05,Store,1,0.0
TXN-002389,2023-02-07,CUST-3279,PROD-107,BR-05,STORE,1,
TXN-002390,2024-09-14,CUST-0865,PROD-111,BR-05,Store,1,0.15
TXN-002391,2023-09-14,CUST-0929,PROD-106,BR-02,Online,1,0.1
TXN-002392,2024-02-26,CUST-2160,PROD-110,BR-05,Store,1,0.05
TXN-002393,2023-12-10,CUST-0707,PROD-108,BR-01,STORE,1,0.0
TXN-002394,2024-05-22,CUST-1105,PROD-104,BR-09,Online,2,0.0
TXN-002395,2023-03-04,CUST-2442,PROD-108,BR-06,Online,2,0.15
TXN-002396,2024-04-22,CUST-3115,PROD-103,BR-10,STORE,1,0.05
TXN-002397,2024-10-27,CUST-2947,PROD-109,BR-06,STORE,2,0.0
TXN-002398,2023-12-02,CUST-1988,PROD-104,BR-09,Online ,3,0.0
TXN-002399,2024-01-18,CUST-1208,PROD-101,BR-09,STORE,1,0.05
TXN-002400,2023-03-28,CUST-0890,PROD-103,BR-01,STORE,2,0.0
TXN-002401,2023-09-02,CUST-2993,PROD-104,BR-10,Online,2,0.0
TXN-002402,2024-07-02,CUST-0199,PROD-107,BR-02,Store,1,0.05
TXN-002403,2024-02-01,CUST-1579,PROD-101,BR-09,online,1,0.0
TXN-002404,2024-09-27,CUST-0148,PROD-105,BR-03,STORE,1,0.0
TXN-002405,2024-07-11,CUST-0225,PROD-107,BR-10,Online ,1,0.15
TXN-002406,2023-08-25,CUST-2506,PROD-103,BR-08,Online,2,0.0
TXN-002407,2024-05-11,CUST-2897,PROD-101,BR-06,STORE,1,0.05
TXN-002408,2024-07-19,CUST-1965,PROD-110,BR-08,STORE,2,0.0
TXN-002409,2023-01-03,CUST-2692,PROD-103,BR-05,Store,1,
TXN-002410,2024-08-26,CUST-0738,PROD-106,BR-12,Online ,1,0.0
TXN-002411,2024-09-19,CUST-1129,PROD-108,BR-05,online,1,0.1
TXN-002412,2024-09-21,CUST-2256,PROD-103,BR-06,Online,1,0.0
TXN-002413,2024-02-03,CUST-1319,PROD-103,BR-01,STORE,1,0.0
TXN-002414,2024-10-10,CUST-3434,PROD-105,BR-03,Store,2,0.0
TXN-002415,2024-01-27,CUST-0478,PROD-109,BR-07,Online ,1,0.05
TXN-002416,2024-11-28,CUST-0366,PROD-111,BR-06,Online ,3,0.05
TXN-002417,2024-03-04,CUST-3304,PROD-109,BR-06,online,2,0.0
TXN-002418,2024-09-07,CUST-0318,PROD-110,BR-04,Online ,1,0.1
TXN-002419,2023-06-28,CUST-3436,PROD-108,BR-09,Online,3,0.0
TXN-002420,2023-04-17,CUST-2112,PROD-105,BR-07,Online,1,0.0
TXN-002421,2024-06-28,CUST-0371,PROD-111,BR-07,STORE,1,0.0
TXN-002422,2023-10-08,CUST-0673,PROD-111,BR-04,Store,2,0.0
TXN-002423,2023-07-16,CUST-3438,PROD-111,BR-05,online,1,0.05
TXN-002424,2024-04-22,CUST-3210,PROD-105,BR-10,online,1,0.0
TXN-002425,2024-09-12,CUST-0039,PROD-103,BR-07,Store,1,0.1
TXN-002426,2024-11-07,CUST-2669,PROD-105,BR-07,Online ,2,0.0
TXN-002427,2024-01-08,CUST-1335,PROD-107,BR-05,Online,3,0.15
TXN-002428,2023-09-06,CUST-0847,PROD-102,BR-01,Online ,4,0.0
TXN-002429,2024-04-25,CUST-1165,PROD-111,BR-06,online,2,
TXN-002430,2024-10-26,CUST-0336,PROD-106,BR-04,STORE,1,0.0
TXN-002431,2024-04-06,CUST-1930,PROD-107,BR-11,STORE,1,
TXN-002432,2023-01-29,CUST-0662,PROD-108,BR-10,online,1,0.0
TXN-002433,2023-06-28,CUST-3073,PROD-110,BR-01,Store,1,0.1
TXN-002434,2023-04-18,CUST-0314,PROD-102,BR-06,Online,2,0.05
TXN-002435,2024-08-28,CUST-0533,PROD-107,BR-03,STORE,1,0.0
TXN-002436,2023-08-20,CUST-3351,PROD-102,BR-11,online,1,0.05
TXN-002437,2024-05-23,CUST-2705,PROD-107,BR-10,Online,1,
TXN-002438,2024-11-13,CUST-0542,PROD-107,BR-07,online,1,0.0
TXN-002439,2024-11-06,CUST-2296,PROD-105,BR-06,Online,4,0.0
TXN-002440,2024-09-13,CUST-1613,PROD-109,BR-06,Online ,1,0.0
TXN-002441,2024-08-09,CUST-2238,PROD-105,BR-12,STORE,1,0.1
TXN-002442,2024-08-29,CUST-1703,PROD-108,BR-09,STORE,1,0.1
TXN-002443,2024-10-11,CUST-1368,PROD-106,BR-07,online,2,0.0
TXN-002444,2023-08-24,CUST-0701,PROD-101,BR-09,Online ,1,0.1
TXN-002445,2024-07-02,CUST-2276,PROD-103,BR-05,Store,1,0.05
TXN-002446,2024-02-16,CUST-2413,PROD-105,BR-12,Online ,1,0.0
TXN-002447,2024-01-15,CUST-1171,PROD-104,BR-08,Store,1,0.05
TXN-002448,2023-04-29,CUST-1635,PROD-105,BR-04,online,1,0.05
TXN-002449,2023-03-25,CUST-2967,PROD-108,BR-02,online,1,0.1
TXN-002450,2023-11-08,CUST-2745,PROD-106,BR-04,online,1,0.05
TXN-002451,2023-08-23,CUST-2216,PROD-107,BR-02,STORE,1,0.15
TXN-002452,2023-12-03,CUST-2930,PROD-103,BR-04,Online ,2,0.1
TXN-002453,2024-09-24,CUST-1336,PROD-107,BR-02,STORE,1,0.15
TXN-002454,2024-01-01,CUST-0160,PROD-110,BR-12,online,1,0.05
TXN-002455,2023-06-08,CUST-1531,PROD-110,BR-03,Online ,1,0.05
TXN-002456,2023-07-02,CUST-3151,PROD-102,BR-09,Online ,4,0.05
TXN-002457,2023-07-14,CUST-1549,PROD-106,BR-01,STORE,2,0.05
TXN-002458,2023-12-03,CUST-1324,PROD-111,BR-10,Online ,1,0.0
TXN-002459,2023-04-17,CUST-0645,PROD-102,BR-11,Online ,1,0.05
TXN-002460,2023-11-01,CUST-1204,PROD-110,BR-09,online,2,0.15
TXN-002461,2023-09-17,CUST-0578,PROD-109,BR-09,Store,2,0.0
TXN-002462,2023-05-15,CUST-1855,PROD-109,BR-12,online,1,
TXN-002463,2023-10-14,CUST-2889,PROD-110,BR-01,STORE,2,0.05
TXN-002464,2024-08-30,CUST-1456,PROD-107,BR-01,Online,1,
TXN-002465,2023-06-08,CUST-1182,PROD-108,BR-12,STORE,1,0.1
TXN-002466,2023-11-04,CUST-1125,PROD-104,BR-07,Online ,1,0.1
TXN-002467,2024-11-20,CUST-1174,PROD-109,BR-12,Online,1,0.05
TXN-002468,2023-01-15,CUST-0219,PROD-101,BR-02,Store,1,0.1
TXN-002469,2024-10-08,CUST-1015,PROD-102,BR-03,Store,1,0.1
TXN-002470,2023-09-17,CUST-2904,PROD-102,BR-03,Online,4,0.0
TXN-002471,2024-11-15,CUST-2171,PROD-109,BR-01,Online ,1,0.05
TXN-002472,2024-07-13,CUST-1424,PROD-108,BR-04,Store,1,0.0
TXN-002473,2023-03-18,CUST-2956,PROD-102,BR-02,online,1,0.1
TXN-002474,2024-05-14,CUST-2401,PROD-108,BR-01,Online,1,0.1
TXN-002475,2024-08-20,CUST-0156,PROD-103,BR-05,Store,1,0.0
TXN-002476,2023-05-09,CUST-2192,PROD-105,BR-10,Online ,1,0.15
TXN-002477,2024-11-04,CUST-3123,PROD-105,BR-08,online,1,0.0
TXN-002478,2023-06-19,CUST-1418,PROD-102,BR-10,Online ,1,0.05
TXN-002479,2023-03-07,CUST-2015,PROD-102,BR-02,STORE,1,0.0
TXN-002480,2024-05-09,CUST-0190,PROD-101,BR-01,Store,1,0.0
TXN-002481,2024-10-17,CUST-3272,PROD-109,BR-05,Online ,2,0.05
TXN-002482,2024-10-10,CUST-0015,PROD-107,BR-09,STORE,3,0.0
TXN-002483,2023-11-23,CUST-0118,PROD-102,BR-09,online,1,0.0
TXN-002484,2024-04-22,CUST-2696,PROD-107,BR-02,online,1,0.0
TXN-002485,2024-07-16,CUST-0495,PROD-110,BR-02,Online,1,0.0
TXN-002486,2023-03-01,CUST-0395,PROD-104,BR-10,Store,1,0.0
TXN-002487,2023-09-03,CUST-2123,PROD-107,BR-05,Store,1,0.1
TXN-002488,2024-04-13,CUST-2522,PROD-109,BR-04,Store,4,0.0
TXN-002489,2023-02-19,CUST-2329,PROD-109,BR-02,Store,1,0.0
TXN-002490,2024-10-12,CUST-0820,PROD-104,BR-05,Online ,1,0.0
TXN-002491,2024-10-01,CUST-1865,PROD-111,BR-08,Store,1,0.05
TXN-002492,2023-09-18,CUST-3169,PROD-105,BR-10,online,1,0.05
TXN-002493,2023-09-06,CUST-2591,PROD-109,BR-08,online,1,0.05
TXN-002494,2024-03-11,CUST-0736,PROD-101,BR-12,STORE,1,0.15
TXN-002495,2023-08-10,CUST-2147,PROD-110,BR-09,Online ,1,0.1
TXN-002496,2023-03-29,CUST-0378,PROD-110,BR-01,Online,2,0.0
TXN-002497,2023-01-22,CUST-3256,PROD-108,BR-08,Store,1,
TXN-002498,2023-03-30,CUST-2149,PROD-109,BR-03,online,1,0.0
TXN-002499,2023-02-02,CUST-2493,PROD-110,BR-09,Store,2,0.0
TXN-002500,2024-03-18,CUST-2076,PROD-108,BR-03,Online,1,
TXN-002501,2023-10-13,CUST-1895,PROD-103,BR-02,Online ,2,0.05
TXN-002502,2023-05-12,CUST-3285,PROD-109,BR-03,Online ,2,0.05
TXN-002503,2023-01-05,CUST-3234,PROD-101,BR-11,Store,1,0.0
TXN-002504,2023-03-18,CUST-2209,PROD-110,BR-03,online,1,0.05
TXN-002505,2023-04-15,CUST-3373,PROD-105,BR-11,Online,1,
TXN-002506,2024-04-26,CUST-0523,PROD-108,BR-11,Online,2,0.05
TXN-002507,2024-08-05,CUST-3427,PROD-102,BR-03,Online ,1,0.05
TXN-002508,2023-11-20,CUST-2988,PROD-108,BR-10,online,1,0.0
TXN-002509,2024-09-14,CUST-1996,PROD-110,BR-07,Store,1,0.0
TXN-002510,2024-03-12,CUST-0327,PROD-109,BR-02,online,1,0.1
TXN-002511,2023-07-05,CUST-2469,PROD-104,BR-10,Store,1,0.0
TXN-002512,2024-04-28,CUST-1390,PROD-104,BR-02,online,1,0.1
TXN-002513,2024-11-12,CUST-2420,PROD-104,BR-06,STORE,1,0.0
TXN-002514,2024-09-01,CUST-0840,PROD-107,BR-07,online,1,0.1
TXN-002515,2023-04-20,CUST-1933,PROD-108,BR-10,Store,1,0.05
TXN-002516,2023-01-18,CUST-1765,PROD-105,BR-10,online,2,0.0
TXN-002517,2023-07-18,CUST-2292,PROD-104,BR-12,online,1,0.05
TXN-002518,2024-10-11,CUST-3048,PROD-108,BR-01,online,2,0.05
TXN-002519,2023-07-28,CUST-1355,PROD-102,BR-02,Online,3,0.0
TXN-002520,2023-04-20,CUST-1426,PROD-105,BR-10,Online ,1,0.05
TXN-002521,2024-10-02,CUST-3416,PROD-104,BR-06,online,1,0.0
TXN-002522,2023-01-31,CUST-0745,PROD-102,BR-12,online,1,0.0
TXN-002523,2024-11-18,CUST-1676,PROD-111,BR-01,online,2,0.0
TXN-002524,2023-10-06,CUST-2157,PROD-110,BR-08,STORE,1,0.0
TXN-002525,2023-08-17,CUST-1508,PROD-105,BR-12,STORE,2,0.0
TXN-002526,2023-04-05,CUST-2067,PROD-102,BR-05,STORE,1,0.1
TXN-002527,2023-10-30,CUST-3129,PROD-107,BR-07,online,1,0.0
TXN-002528,2023-08-25,CUST-2780,PROD-101,BR-11,online,1,0.15
TXN-002529,2024-02-16,CUST-2315,PROD-106,BR-12,Store,1,0.0
TXN-002530,2024-10-07,CUST-0394,PROD-105,BR-11,Online,1,0.0
TXN-002531,2024-03-02,CUST-1994,PROD-111,BR-04,Store,1,0.0
TXN-002532,2024-01-02,CUST-0420,PROD-101,BR-09,Store,2,0.0
TXN-002533,2024-06-28,CUST-0815,PROD-106,BR-09,STORE,1,
TXN-002534,2024-03-11,CUST-0096,PROD-110,BR-06,STORE,1,0.0
TXN-002535,2024-05-10,CUST-0930,PROD-101,BR-01,Store,1,0.15
