InvoiceNo,OrderDate,CustomerID,ProductID,CountryID,Quantity,UnitPrice,UnitCost
INV-2024-26080,2024-12-08,1107.0,PRD-154,EG,7,772.18,586
INV-2024-24034,2025-03-16,1199.0,PRD-133,EG,6,1100.27,822
INV-2024-28590,2025/10/28,1304.0,PRD-150,EG,9,2503.58,1898
INV-2024-47022,2025-08-31,1111.0,PRD-103,SA,7,1585.07,1178
INV-2024-44340,2024-05-19,1002.0,PRD-130,JO,1,829.12,619
INV-2024-33675,2024-11-03,1350.0,PRD-163,EG,10,2659.16,1935
INV-2024-22160,2024-11-24,1374.0,PRD-152,SA,4,2114.08,1463
INV-2024-20142,2025-09-09,1296.0,PRD-145,EG,3,2342.02,1579
INV-2024-74781,2025-12-12,1339.0,PRD-115,JO,3,1533.4,1038
INV-2024-57369,2024-07-24,1169.0,PRD-150,EG,10,631.52,506
INV-2024-37259,2025-05-05,1465.0,PRD-106,SA,5,194.86,152
INV-2024-61222,2024-11-17,1297.0,PRD-119,AE,2,290.81,217
INV-2024-23195,2024-06-30,1066.0,PRD-122,AE,9,463.11,371
INV-2024-74361,2025-02-11,1266.0,PRD-116,SA,4,107.44,91
INV-2024-12877,2024-11-22,1229.0,PRD-115,EG,10,2441.66,1632
INV-2024-64230,2024-10-25,1334.0,PRD-152,EG,1,2571.1,1786
INV-2024-19643,2025-12-12,1347.0,PRD-143,EG,8,1536.41,1126
INV-2024-73768,2025/10/10,1427.0,PRD-133,EG,10,1502.54,1027
INV-2024-92009,2025-05-17,1320.0,PRD-158,SA,10,209.24,166
INV-2024-20002,2025-08-12,1055.0,PRD-118,EG,8,361.34,304
INV-2024-37563,2024-09-05,1405.0,PRD-153,EG,6,1153.5,905
INV-2024-65038,2024-11-29,1284.0,PRD-113,SA,10,1581.03,1144
INV-2024-59185,2025-01-20,1222.0,PRD-102,JO,2,1294.93,1058
INV-2024-51102,2024-10-14,1209.0,PRD-141,SA,4,363.92,243
INV-2024-93040,2025-02-06,1425.0,PRD-126,EG,2,535.34,394
INV-2024-69097,2025-01-08,1427.0,PRD-147,EG,6,1390.33,968
INV-2024-31116,2024-04-26,1053.0,PRD-154,JO,7,1598.63,1272
INV-2024-33567,2025-07-31,,PRD-153,EG,8,2586.04,1921
INV-2024-49158,2024-07-23,1046.0,PRD-110,EG,10,2584.94,1768
INV-2024-11329,2025-08-29,1201.0,PRD-107,SA,9,2405.81,1991
INV-2024-33419,2025-07-12,1059.0,PRD-107,SA,4,1964.52,1366
INV-2024-96463,2024-07-03,1040.0,PRD-164,SA,7,1349.4,1061
INV-2024-84356,2025/11/29,1059.0,PRD-122,EG,7,721.16,504
INV-2024-92734,2025-07-17,1216.0,PRD-125,EG,2,2443.26,1693
INV-2024-89515,2024-01-28,1241.0,PRD-110,JO,10,2419.28,1813
INV-2024-14122,2025-04-17,1297.0,PRD-135,EG,1,2306.13,1594
INV-2024-25362,2025-12-26,1353.0,PRD-140,SA,10,2057.5,1759
INV-2024-54932,2024-08-02,1345.0,PRD-161,AE,3,1633.33,1281
INV-2024-55453,2025-03-24,1191.0,PRD-138,SA,9,2077.09,1640
INV-2024-73427,2024-10-25,1175.0,PRD-129,EG,7,2828.51,1900
INV-2024-90478,2025-12-10,1349.0,PRD-131,EG,10,2612.63,1928
INV-2024-88642,2024-03-11,1079.0,PRD-116,SA,8,2235.44,1792
INV-2024-81628,22-Feb-2025,1310.0,PRD-128,AE,3,509.66,347
INV-2024-10657,2025-11-20,1055.0,PRD-144,JO,8,2124.51,1706
INV-2024-30760,2025-05-26,1166.0,PRD-124,EG,9,2700.49,1853
INV-2024-78386,2024-05-22,1427.0,PRD-133,EG,8,2368.94,1826
INV-2024-43357,2025-10-10,1464.0,PRD-123,JO,2,2411.11,1727
INV-2024-25937,2024/11/06,1362.0,PRD-124,AE,4,1263.25,881
INV-2024-35276,2024-09-04,1357.0,PRD-116,AE,9,1057.98,859
INV-2024-89444,2024-09-15,1184.0,PRD-134,EG,5,359.67,250
INV-2024-13873,2025-11-05,1163.0,PRD-133,SA,4,304.89,242
INV-2024-80248,2024-06-06,1398.0,PRD-128,AE,1,1586.75,1285
INV-2024-13019,2025-03-09,1307.0,PRD-161,SA,7,1543.15,1117
INV-2024-77894,2025-01-21,1397.0,PRD-144,SA,10,198.39,144
INV-2024-77075,2024-03-16,1357.0,PRD-155,EG,5,1155.27,792
INV-2024-29968,2025-04-04,1070.0,PRD-160,SA,5,2702.36,1923
INV-2024-38351,2025-09-04,1360.0,PRD-123,EG,2,1309.97,993
INV-2024-57826,2025-05-05,1169.0,PRD-125,SA,2,1170.18,907
INV-2024-25045,2025-08-19,1035.0,PRD-109,JO,4,730.14,491
INV-2024-38437,2025-02-14,1099.0,PRD-161,EG,7,1133.39,977
INV-2024-13866,2025-07-01,1062.0,PRD-118,AE,8,1714.77,1395
INV-2024-52931,2025-06-02,1500.0,PRD-138,EG,1,2202.05,1496
INV-2024-28161,2025/12/09,1068.0,PRD-140,SA,3,1661.0,1373
INV-2024-38804,2025-03-04,1049.0,PRD-135,JO,10,1640.08,1125
INV-2024-20937,2025-07-10,1416.0,PRD-130,EG,1,1237.52,893
INV-2024-26591,2024-02-07,1095.0,PRD-132,EG,4,1181.35,938
INV-2024-45073,2025-01-03,1049.0,PRD-102,SA,9,349.78,254
INV-2024-45870,19-Dec-2025,,PRD-140,EG,5,493.99,394
INV-2024-73120,2025-07-03,1080.0,PRD-135,AE,1,518.05,372
INV-2024-36114,2025-08-31,1414.0,PRD-132,JO,6,89.23,64
INV-2024-22054,2025-10-15,1225.0,PRD-140,SA,7,1071.78,768
INV-2024-55685,2024-03-28,1061.0,PRD-112,EG,9,1272.43,922
INV-2024-82285,2024-04-21,1214.0,PRD-144,SA,5,90.05,66
INV-2024-95449,2024-09-11,1053.0,PRD-137,AE,5,1353.25,1063
INV-2024-48577,2025-11-04,1460.0,PRD-109,EG,4,1171.77,1007
INV-2024-71216,2025-11-11,1426.0,PRD-140,SA,3,958.53,664
INV-2024-74985,2024-12-29,1351.0,PRD-112,SA,10,217.79,164
INV-2024-67155,2024/06/19,1198.0,PRD-123,SA,2,2075.34,1416
INV-2024-77194,2025-10-24,1014.0,PRD-110,EG,4,900.2,701
INV-2024-62421,2025-09-19,1093.0,PRD-135,AE,10,1893.11,1265
INV-2024-35304,2024-02-15,1325.0,PRD-105,EG,3,718.36,545
INV-2024-42780,2025-07-30,1222.0,PRD-149,EG,10,2082.21,1409
INV-2024-32670,2025-10-22,1308.0,PRD-155,AE,3,1978.74,1637
INV-2024-35936,2025-11-24,1120.0,PRD-145,AE,4,1476.95,1150
INV-2024-46842,2025-10-24,1048.0,PRD-133,EG,2,1912.48,1330
INV-2024-61488,2025-02-13,1312.0,PRD-125,EG,1,2407.97,1761
INV-2024-23486,2024-12-05,1402.0,PRD-130,EG,5,385.68,309
INV-2024-86499,2025-03-16,1151.0,PRD-120,EG,1,1071.36,825
INV-2024-87015,2024-04-18,1263.0,PRD-123,EG,4,780.0,603
INV-2024-50840,2024-01-11,1413.0,PRD-126,EG,5,1904.79,1431
INV-2024-31712,2024-04-10,1488.0,PRD-130,SA,4,705.69,577
INV-2024-36978,2024-09-21,1053.0,PRD-148,AE,9,1081.21,830
INV-2024-73941,2024/08/15,1375.0,PRD-133,SA,1,1418.02,1089
INV-2024-66815,2025-06-06,1416.0,PRD-147,SA,5,511.04,409
INV-2024-68478,2025-06-15,1197.0,PRD-123,EG,10,2374.34,1984
INV-2024-65540,2025-07-25,1176.0,PRD-143,JO,1,1208.07,971
INV-2024-88162,2025-08-17,1421.0,PRD-144,AE,1,1788.48,1232
INV-2024-45608,2025-12-05,1499.0,PRD-121,AE,9,1974.97,1347
INV-2024-51779,2025-08-12,1312.0,PRD-148,AE,5,2765.61,1850
INV-2024-91646,2024-08-14,1432.0,PRD-162,JO,1,754.24,559
INV-2024-24097,2025-04-01,1146.0,PRD-155,SA,6,604.95,479
INV-2024-89599,2025-01-18,1430.0,PRD-113,EG,8,1111.8,879
INV-2024-60206,2025-02-04,1235.0,PRD-134,SA,2,2272.53,1693
INV-2024-66270,2025-04-19,1003.0,PRD-126,AE,1,2185.05,1610
INV-2024-36177,2025-11-26,1141.0,PRD-144,AE,3,1563.09,1177
INV-2024-84336,2025-08-25,1109.0,PRD-159,SA,5,891.8,633
INV-2024-56257,2025-12-08,1342.0,PRD-152,EG,7,1646.11,1107
INV-2024-59015,2025/05/27,,PRD-156,EG,10,1572.64,1153
INV-2024-92929,2024-06-03,1234.0,PRD-134,JO,1,1236.22,886
INV-2024-18423,2024-12-19,1359.0,PRD-159,SA,1,2666.15,1836
INV-2024-68904,2024-01-26,1300.0,PRD-156,SA,1,323.95,224
INV-2024-31921,2025-05-09,1465.0,PRD-157,EG,2,249.23,215
INV-2024-14424,2024-04-17,1409.0,PRD-128,EG,9,832.9,583
INV-2024-77024,2024-10-29,1053.0,PRD-158,AE,6,1124.38,853
INV-2024-43169,2025-03-01,1215.0,PRD-146,SA,7,1946.6,1540
INV-2024-86922,2024-03-28,1040.0,PRD-144,AE,9,2043.29,1540
INV-2024-63714,2024-04-28,1352.0,PRD-103,SA,2,1106.5,837
INV-2024-48466,25-May-2024,1134.0,PRD-138,SA,10,2618.22,1866
INV-2024-89152,2024-12-22,1105.0,PRD-124,EG,5,1798.47,1471
INV-2024-94554,2024-11-15,1313.0,PRD-148,AE,7,1634.46,1228
INV-2024-79533,2024-12-17,1453.0,PRD-103,SA,5,1009.48,713
INV-2024-56170,2025-04-11,1331.0,PRD-103,SA,6,2133.67,1650
INV-2024-62206,2024/07/30,1249.0,PRD-130,SA,6,799.84,686
INV-2024-13924,2025-06-17,1462.0,PRD-134,JO,3,2259.17,1678
INV-2024-25027,2025-05-09,1242.0,PRD-110,EG,9,1514.55,1253
INV-2024-33580,2024-12-22,1411.0,PRD-143,AE,8,381.59,304
INV-2024-52294,2025-05-02,1433.0,PRD-105,EG,3,849.05,726
INV-2024-66280,2024-04-09,1276.0,PRD-131,SA,6,2562.11,1834
INV-2024-34368,2025-03-24,1220.0,PRD-163,EG,3,2046.93,1597
INV-2024-56890,2025-12-14,1264.0,PRD-139,EG,2,1731.3,1338
INV-2024-42154,2025-04-08,1265.0,PRD-132,SA,5,1511.11,1223
INV-2024-19521,2024-11-22,1441.0,PRD-153,EG,9,2135.32,1828
INV-2024-38204,2024-03-09,1101.0,PRD-150,SA,6,1397.51,1098
INV-2024-96108,2024-11-03,1369.0,PRD-103,JO,2,133.43,94
INV-2024-58714,2024-02-15,1225.0,PRD-119,EG,9,1580.81,1233
INV-2024-58754,2025-12-28,1044.0,PRD-143,AE,10,1685.21,1378
INV-2024-29010,2024-04-27,1330.0,PRD-138,SA,9,2315.18,1810
INV-2024-51215,2024/01/24,1236.0,PRD-163,SA,6,1439.26,1123
INV-2024-26030,2024-12-17,1025.0,PRD-161,EG,4,1066.09,843
INV-2024-11262,2025-10-25,1027.0,PRD-119,EG,4,2050.62,1580
INV-2024-51758,2024-04-21,1156.0,PRD-133,EG,5,660.39,482
INV-2024-11428,2025-11-24,1207.0,PRD-134,EG,9,2241.34,1649
INV-2024-53105,17-Jun-2024,1120.0,PRD-132,EG,2,1351.46,1150
INV-2024-38019,2024-09-06,1101.0,PRD-120,SA,4,1054.86,809
INV-2024-70997,2025-06-12,1046.0,PRD-154,AE,8,2184.5,1512
INV-2024-84379,2024-06-27,1230.0,PRD-107,AE,4,2107.56,1766
INV-2024-52147,2025-07-19,1155.0,PRD-158,SA,5,2325.72,1824
INV-2024-40493,2024-06-12,,PRD-160,EG,7,560.07,404
INV-2024-83615,2024-12-04,1199.0,PRD-118,EG,4,2550.23,1981
INV-2024-18681,2025-07-27,1357.0,PRD-141,EG,1,1491.93,1093
INV-2024-60540,2025-03-12,1417.0,PRD-163,EG,8,843.15,592
INV-2024-47173,2025-04-18,1314.0,PRD-148,SA,5,1814.33,1451
INV-2024-88879,2024/08/25,1482.0,PRD-131,SA,5,2344.11,1768
INV-2024-37810,2025-02-18,1071.0,PRD-143,EG,10,1121.39,775
INV-2024-79109,2025-10-06,1384.0,PRD-158,EG,8,2058.91,1662
INV-2024-38503,2024-07-07,1493.0,PRD-104,AE,4,1318.41,1025
INV-2024-23489,2024-07-09,1286.0,PRD-154,AE,8,725.38,626
INV-2024-83525,2025-10-17,1012.0,PRD-120,EG,8,1197.94,912
INV-2024-46444,2025-11-04,1158.0,PRD-111,JO,10,1223.12,961
INV-2024-89679,2025-03-18,1046.0,PRD-139,JO,2,988.41,699
INV-2024-97994,2025-02-09,1334.0,PRD-127,EG,4,233.88,171
INV-2024-19807,2024-01-30,1404.0,PRD-108,EG,1,1915.4,1367
INV-2024-85228,2025-09-20,1379.0,PRD-136,SA,1,2172.52,1680
INV-2024-94707,2024-07-21,1183.0,PRD-151,JO,9,440.81,357
INV-2024-65279,2025-04-05,1370.0,PRD-138,AE,5,930.3,753
INV-2024-99408,2025-08-29,1336.0,PRD-143,EG,7,986.41,798
INV-2024-67043,2025-03-15,1468.0,PRD-124,EG,4,2525.53,1821
INV-2024-51652,2025/02/02,1221.0,PRD-153,SA,1,1864.36,1342
INV-2024-51958,2024-01-05,1442.0,PRD-102,SA,1,764.31,582
INV-2024-35971,2025-12-22,1036.0,PRD-111,EG,1,1923.11,1556
INV-2024-35837,2024-08-07,1300.0,PRD-140,AE,6,2255.05,1738
INV-2024-16509,2024-07-29,1308.0,PRD-111,SA,10,1452.54,1077
INV-2024-74740,2024-10-12,1427.0,PRD-152,AE,6,252.6,214
INV-2024-75359,2025-12-21,1350.0,PRD-114,AE,6,1320.83,1078
INV-2024-16133,2024-03-05,1404.0,PRD-158,AE,5,1132.93,872
INV-2024-45968,2025-08-14,1374.0,PRD-140,SA,5,1324.03,1013
INV-2024-65212,2024-04-14,1262.0,PRD-112,SA,7,1447.16,1096
INV-2024-25631,2025-07-03,1144.0,PRD-101,EG,8,2100.43,1551
INV-2024-26265,2024-07-10,1344.0,PRD-152,SA,7,1709.55,1171
INV-2024-69347,2025-01-09,1380.0,PRD-103,EG,6,1804.49,1508
INV-2024-32431,2024-11-29,1176.0,PRD-152,SA,10,1601.53,1250
INV-2024-88830,2024-07-20,1142.0,PRD-109,EG,3,1829.91,1486
INV-2024-52844,2025/04/13,1002.0,PRD-130,EG,3,1712.15,1226
INV-2024-87485,2024-04-26,1217.0,PRD-164,EG,5,2082.09,1801
INV-2024-60181,2024-09-25,1430.0,PRD-136,EG,8,1781.66,1443
INV-2024-40988,2025-11-17,1090.0,PRD-155,AE,3,231.63,187
INV-2024-85551,2025-05-16,1035.0,PRD-146,AE,4,2176.37,1843
INV-2024-12787,2025-06-24,,PRD-150,SA,1,898.64,681
INV-2024-47360,2025-10-16,1445.0,PRD-158,EG,4,652.75,486
INV-2024-12337,2024-11-16,1130.0,PRD-112,EG,8,2185.71,1551
INV-2024-94366,2025-09-03,1086.0,PRD-144,EG,5,1232.15,982
INV-2024-85465,2025-02-01,1424.0,PRD-139,EG,3,66.87,55
INV-2024-10609,17-Sep-2025,1145.0,PRD-134,AE,2,123.94,84
INV-2024-70525,2025-02-05,1470.0,PRD-122,EG,4,2192.86,1653
INV-2024-47272,2025-08-24,1430.0,PRD-129,EG,6,291.69,218
INV-2024-27178,2024-04-26,1212.0,PRD-153,EG,5,2827.0,1945
INV-2024-62797,2024-12-22,1246.0,PRD-164,EG,5,299.22,245
INV-2024-14850,2024/12/26,1471.0,PRD-127,SA,6,273.35,206
INV-2024-79922,2025-04-13,1005.0,PRD-125,SA,3,1033.36,777
INV-2024-79142,2025-09-24,1137.0,PRD-126,EG,7,2057.34,1631
INV-2024-15127,2024-06-25,1179.0,PRD-111,EG,4,2731.3,1997
INV-2024-54222,2025-11-20,1327.0,PRD-147,EG,3,1751.69,1470
INV-2024-94512,2025-12-23,1176.0,PRD-142,EG,10,2326.56,1702
INV-2024-12132,2024-10-31,1362.0,PRD-139,EG,2,2331.25,1927
INV-2024-19103,2025-09-21,1170.0,PRD-149,JO,6,2269.03,1704
INV-2024-71589,2025-08-27,1193.0,PRD-115,SA,8,1069.94,756
INV-2024-22467,2024-03-27,1111.0,PRD-123,SA,9,695.54,470
INV-2024-64405,2025-11-19,1301.0,PRD-113,SA,4,918.09,687
INV-2024-49452,2024-05-17,1281.0,PRD-112,SA,1,1811.43,1549
INV-2024-46002,2024-11-16,1492.0,PRD-126,SA,9,262.91,183
INV-2024-51574,2024-04-30,1097.0,PRD-150,SA,5,432.84,310
INV-2024-55327,2024-09-01,1160.0,PRD-123,AE,3,361.71,260
INV-2024-62473,2024/11/08,1295.0,PRD-148,EG,8,2273.51,1574
INV-2024-20455,2024-04-29,1431.0,PRD-107,SA,10,2292.47,1556
INV-2024-82935,2024-07-06,1033.0,PRD-123,SA,9,834.48,693
INV-2024-51048,2025-01-17,1152.0,PRD-125,AE,2,285.8,228
INV-2024-74725,2025-12-11,1046.0,PRD-152,SA,4,660.43,560
INV-2024-90258,24-May-2024,1186.0,PRD-146,SA,4,2089.98,1788
INV-2024-16169,2025-06-07,1165.0,PRD-109,EG,4,156.92,129
INV-2024-61554,2025-02-01,1152.0,PRD-140,SA,1,1266.51,971
INV-2024-49117,2025-03-04,1344.0,PRD-112,EG,2,2193.22,1880
INV-2024-69582,2025-09-02,1185.0,PRD-153,EG,10,1474.64,1174
INV-2024-74662,2024-05-21,1164.0,PRD-141,EG,8,1244.59,883
INV-2024-94029,2025-08-11,1122.0,PRD-156,SA,5,1070.98,716
INV-2024-25913,2025-01-27,1062.0,PRD-139,EG,9,2339.09,1569
INV-2024-59008,2025-03-09,1073.0,PRD-113,EG,7,2691.5,1972
INV-2024-90999,2024-07-09,1175.0,PRD-135,AE,3,209.94,162
INV-2024-23466,2025/05/13,,PRD-111,EG,10,2712.33,1928
INV-2024-13838,2025-10-12,1012.0,PRD-114,SA,7,388.4,264
INV-2024-39362,2025-07-04,1329.0,PRD-149,SA,7,1997.8,1463
INV-2024-16269,2025-12-11,1031.0,PRD-103,EG,9,1618.66,1353
INV-2024-11362,2025-10-22,1069.0,PRD-133,AE,2,1174.27,878
INV-2024-28184,2024-06-26,1423.0,PRD-154,EG,9,2321.29,1944
INV-2024-23780,2025-07-22,1325.0,PRD-111,SA,8,1147.36,778
INV-2024-52317,2024-06-19,1088.0,PRD-152,SA,7,2406.23,1761
INV-2024-67105,2025-05-16,1489.0,PRD-149,SA,3,149.54,112
INV-2024-39667,2024-10-22,1255.0,PRD-135,SA,10,2490.58,1687
INV-2024-32307,2024-05-23,1382.0,PRD-112,EG,1,91.5,72
INV-2024-21536,2024-07-10,1072.0,PRD-130,EG,6,1264.66,1058
INV-2024-35055,2024-11-18,1283.0,PRD-117,AE,8,209.43,150
INV-2024-58349,2025-04-06,1075.0,PRD-121,SA,1,215.48,145
INV-2024-80458,2025-09-26,1468.0,PRD-160,AE,5,1515.02,1194
INV-2024-10647,2024/02/24,1377.0,PRD-164,AE,3,816.11,570
INV-2024-16880,2025-01-02,1481.0,PRD-160,AE,2,471.78,346
INV-2024-44037,2024-01-10,1152.0,PRD-112,SA,6,631.56,431
INV-2024-15646,2025-05-11,1170.0,PRD-106,EG,9,2742.98,1861
INV-2024-24523,2024-05-19,1362.0,PRD-103,AE,3,2632.54,1920
INV-2024-16291,2024-07-18,1009.0,PRD-152,SA,7,173.86,139
INV-2024-49883,2025-01-28,1089.0,PRD-104,EG,3,676.52,586
INV-2024-19835,2025-07-29,1434.0,PRD-146,AE,5,2456.18,1865
INV-2024-44567,2025-06-01,1489.0,PRD-158,AE,7,2191.59,1468
INV-2024-53165,2025-10-30,1022.0,PRD-144,SA,10,120.28,97
INV-2024-90314,2025-05-21,1325.0,PRD-111,EG,9,2088.71,1542
INV-2024-59749,2025-02-22,1224.0,PRD-143,EG,7,1809.17,1458
INV-2024-45377,2025-12-02,1049.0,PRD-105,AE,7,991.48,724
INV-2024-32326,2025-05-18,1221.0,PRD-146,JO,3,666.42,501
INV-2024-28056,2025-03-01,1272.0,PRD-163,EG,9,2586.9,1947
INV-2024-86474,2025/12/28,1178.0,PRD-149,EG,7,2206.47,1477
INV-2024-70384,2025-03-30,1038.0,PRD-131,AE,4,1169.41,847
INV-2024-25715,2025-05-15,1214.0,PRD-107,EG,3,2745.74,1862
INV-2024-26552,2024-06-20,1453.0,PRD-103,SA,2,357.44,250
INV-2024-51855,2024-03-25,1285.0,PRD-125,JO,7,100.15,68
INV-2024-29398,2025-08-01,1426.0,PRD-162,EG,10,853.25,617
INV-2024-86563,2024-02-01,1463.0,PRD-158,SA,2,2153.89,1593
INV-2024-64171,2024-08-13,1110.0,PRD-102,EG,9,102.7,84
INV-2024-93480,2024-10-26,1390.0,PRD-116,EG,5,2702.7,1804
INV-2024-68560,2024-02-03,1374.0,PRD-142,AE,4,1447.14,1197
INV-2024-97586,08-Oct-2024,,PRD-138,SA,2,1757.09,1256
INV-2024-26039,2024-08-18,1133.0,PRD-116,JO,8,2298.28,1706
INV-2024-78388,2025-07-04,1491.0,PRD-107,SA,6,662.79,527
INV-2024-79152,2024-10-22,1288.0,PRD-117,EG,4,1600.68,1255
INV-2024-41525,2024-06-21,1491.0,PRD-112,EG,7,1251.0,1021
INV-2024-85744,2025/04/13,1420.0,PRD-108,EG,10,1022.88,728
INV-2024-72642,2025-08-02,1337.0,PRD-117,EG,7,1221.9,1060
INV-2024-96673,2025-05-22,1443.0,PRD-133,EG,9,2134.88,1604
INV-2024-74238,2025-07-16,1428.0,PRD-153,EG,6,1151.8,828
INV-2024-46771,2025-06-07,1304.0,PRD-120,SA,3,1139.65,802
INV-2024-52193,2024-04-25,1447.0,PRD-124,AE,3,1652.05,1126
INV-2024-73269,2025-08-09,1390.0,PRD-101,SA,2,1384.62,1129
INV-2024-39600,2024-04-26,1192.0,PRD-132,AE,4,175.89,135
INV-2024-22032,2024-10-01,1219.0,PRD-144,EG,9,1930.38,1539
INV-2024-44578,2025-07-10,1249.0,PRD-155,EG,7,1797.07,1358
INV-2024-48828,2025-01-10,1313.0,PRD-103,SA,7,783.3,620
INV-2024-20852,2025-07-09,1246.0,PRD-129,SA,5,1938.54,1553
INV-2024-56269,2024-02-12,1426.0,PRD-142,EG,10,1295.03,1022
INV-2024-83205,2025-03-27,1119.0,PRD-111,AE,6,1649.76,1352
INV-2024-41768,2025-07-13,1166.0,PRD-162,AE,6,2067.05,1450
INV-2024-96439,2024/08/11,1308.0,PRD-143,SA,3,2573.83,1941
INV-2024-94821,2025-03-11,1141.0,PRD-163,EG,9,1966.42,1501
INV-2024-36986,2024-04-14,1045.0,PRD-136,AE,2,2052.1,1495
INV-2024-20225,2025-10-31,1351.0,PRD-150,SA,3,1210.03,927
INV-2024-19849,2024-09-10,1430.0,PRD-116,AE,2,2277.09,1667
INV-2024-74828,31-Oct-2024,1218.0,PRD-164,AE,5,902.88,735
INV-2024-17899,2024-02-03,1183.0,PRD-153,AE,6,279.47,197
INV-2024-37849,2025-04-05,1160.0,PRD-156,SA,2,1681.08,1302
INV-2024-11720,2024-09-26,1122.0,PRD-155,EG,1,2751.61,1920
INV-2024-97883,2024-12-22,1180.0,PRD-127,SA,9,2094.65,1725
INV-2024-38329,2024-03-30,1203.0,PRD-115,SA,4,2051.84,1764
INV-2024-71361,2025-03-25,1295.0,PRD-142,AE,8,1902.65,1385
INV-2024-60470,2024-04-30,1473.0,PRD-123,EG,5,413.19,346
INV-2024-34630,2024-08-30,1389.0,PRD-136,EG,9,2357.43,1671
INV-2024-73916,2024-08-02,1396.0,PRD-140,AE,10,516.6,392
INV-2024-23701,2025/08/25,1284.0,PRD-153,AE,1,1660.38,1212
INV-2024-54623,2025-12-06,1224.0,PRD-133,JO,1,313.51,219
INV-2024-37349,2024-12-25,1498.0,PRD-165,AE,1,705.54,612
INV-2024-87401,2025-12-28,1101.0,PRD-127,SA,5,1362.52,1183
INV-2024-79159,2025-09-16,1446.0,PRD-143,SA,4,1338.3,948
INV-2024-77361,2025-10-09,,PRD-148,AE,9,1118.5,867
INV-2024-51072,2025-03-14,1054.0,PRD-163,SA,6,891.34,718
INV-2024-50871,2024-06-18,1451.0,PRD-154,SA,1,934.24,756
INV-2024-69509,2025-09-22,1457.0,PRD-120,EG,7,181.58,133
INV-2024-95890,2024-05-22,1249.0,PRD-156,SA,5,2762.71,1957
INV-2024-30184,2024-07-30,1325.0,PRD-152,AE,3,1275.46,1065
INV-2024-76127,2024-07-30,1384.0,PRD-143,EG,4,1266.01,859
INV-2024-23849,2024-03-01,1320.0,PRD-139,EG,10,211.37,178
INV-2024-27047,2025-08-06,1364.0,PRD-120,EG,9,2585.27,1731
INV-2024-38676,2024-12-25,1228.0,PRD-153,EG,3,2245.33,1694
INV-2024-57663,2025/06/29,1088.0,PRD-106,EG,2,2699.56,1851
INV-2024-60538,2024-10-14,1497.0,PRD-146,SA,6,2232.53,1529
INV-2024-69301,2025-09-03,1286.0,PRD-128,JO,4,2097.39,1813
INV-2024-91327,2025-07-05,1233.0,PRD-164,SA,6,2323.36,1841
INV-2024-77300,2024-06-21,1046.0,PRD-118,EG,3,1020.84,841
INV-2024-36610,2024-11-27,1112.0,PRD-134,EG,10,1042.95,809
INV-2024-62455,2025-12-21,1148.0,PRD-135,SA,7,71.83,55
INV-2024-34635,2024-10-26,1426.0,PRD-103,EG,8,2222.83,1750
INV-2024-18996,2024-10-23,1311.0,PRD-113,AE,9,238.35,182
INV-2024-46416,2025-08-09,1190.0,PRD-148,SA,2,490.2,363
INV-2024-65455,2024-09-30,1154.0,PRD-136,AE,2,2106.12,1675
INV-2024-31521,2025-06-10,1174.0,PRD-122,EG,4,1689.96,1426
INV-2024-99950,2025-11-26,1318.0,PRD-136,SA,9,551.45,414
INV-2024-50258,2024-04-07,1265.0,PRD-132,EG,6,1898.93,1407
INV-2024-85660,2024-05-18,1226.0,PRD-135,JO,8,1195.04,939
INV-2024-94984,2025/02/25,1299.0,PRD-141,SA,1,1197.04,1035
INV-2024-23377,2024-03-01,1156.0,PRD-142,EG,10,811.07,589
INV-2024-29305,2024-10-10,1327.0,PRD-127,EG,5,754.67,505
INV-2024-70418,2025-11-02,1275.0,PRD-156,EG,8,1846.1,1396
INV-2024-24047,2024-05-09,1441.0,PRD-144,SA,7,2275.57,1689
INV-2024-24444,2025-12-19,1372.0,PRD-119,EG,1,2367.78,1749
INV-2024-41531,2024-05-15,1250.0,PRD-107,SA,7,2946.84,1988
INV-2024-12174,2024-09-12,1153.0,PRD-131,EG,2,927.55,758
INV-2024-70404,2024-05-29,1239.0,PRD-160,SA,2,212.89,154
INV-2024-34514,2025-12-29,1064.0,PRD-115,AE,6,1692.74,1367
INV-2024-44964,25-Nov-2024,1440.0,PRD-159,AE,4,2024.9,1619
INV-2024-13746,2024-09-10,1124.0,PRD-134,AE,2,2525.23,1726
INV-2024-72421,2025-11-23,1356.0,PRD-134,EG,9,1244.59,1040
INV-2024-96754,2025-02-06,1483.0,PRD-146,EG,6,1500.05,1009
INV-2024-79584,2025-05-16,1206.0,PRD-144,SA,5,321.77,262
INV-2024-69328,2024/05/25,,PRD-135,EG,8,807.03,682
INV-2024-56131,2025-08-14,1449.0,PRD-143,SA,6,1233.47,1007
INV-2024-44809,2025-10-09,1078.0,PRD-141,EG,4,2175.48,1812
INV-2024-25509,2024-10-02,1495.0,PRD-147,EG,6,1027.73,765
INV-2024-82129,2025-10-04,1249.0,PRD-145,EG,10,961.48,667
INV-2024-21018,2025-02-28,1476.0,PRD-147,AE,9,344.69,250
INV-2024-56455,2025-01-19,1023.0,PRD-152,EG,3,2433.62,1662
INV-2024-66554,2025-04-07,1322.0,PRD-134,SA,2,1997.02,1640
INV-2024-37795,2024-03-18,1123.0,PRD-122,EG,4,2207.15,1568
