RecordID,EmployeeID,Date,AbsentDays,OvertimeHours,MonthlyBonus,Deductions
2802,EMP-2167,2024-07-01,0,6,75.0,0.0
2803,EMP-2168,2024-07-01,0,2,25.0,0.0
2804,EMP-2170,2024-07-01,0,16,200.0,0.0
2805,EMP-2171,2024-07-01,0,16,200.0,0.0
2806,EMP-2172,2024-07-01,1,0,0.0,112.4
2807,EMP-2173,2024-07-01,0,5,62.5,0.0
2808,EMP-2174,2024-07-01,0,2,25.0,0.0
2809,EMP-2175,2024-07-01,0,8,100.0,0.0
2810,EMP-2177,2024-07-01,0,6,75.0,0.0
2811,EMP-2178,2024-07-01,0,12,150.0,0.0
2812,EMP-2180,2024-07-01,0,18,225.0,0.0
2813,EMP-2181,2024-07-01,0,18,225.0,0.0
2814,EMP-2182,2024-07-01,0,15,187.5,0.0
2815,EMP-2183,2024-07-01,0,3,37.5,0.0
2816,EMP-2184,2024-07-01,0,19,237.5,0.0
2817,EMP-2185,2024-07-01,0,2,25.0,0.0
2818,EMP-2186,2024-07-01,0,5,62.5,0.0
2819,EMP-2187,2024-07-01,2,0,0.0,87.67
2820,EMP-2188,2024-07-01,0,4,50.0,0.0
2821,EMP-2189,2024-07-01,0,16,200.0,0.0
2822,EMP-2190,2024-07-01,3,0,0.0,124.4
2823,EMP-2191,2024-07-01,0,15,187.5,0.0
2824,EMP-2192,2024-07-01,0,2,25.0,0.0
2825,EMP-2194,2024-07-01,0,8,100.0,0.0
2826,EMP-2195,2024-07-01,1,0,0.0,40.13
2827,EMP-2197,2024-07-01,0,15,187.5,0.0
2828,EMP-2198,2024-07-01,0,4,50.0,0.0
2829,EMP-2200,2024-07-01,1,0,0.0,42.73
2830,EMP-2201,2024-07-01,0,14,175.0,0.0
2831,EMP-2203,2024-07-01,0,19,237.5,0.0
2832,EMP-2204,2024-07-01,2,0,0.0,242.2
2833,EMP-2206,2024-07-01,0,8,100.0,0.0
2834,EMP-2208,2024-07-01,0,17,212.5,0.0
2835,EMP-2210,2024-07-01,0,3,37.5,0.0
2836,EMP-2211,2024-07-01,1,0,0.0,26.03
2837,EMP-2212,2024-07-01,0,2,25.0,0.0
2838,EMP-2213,2024-07-01,1,0,0.0,48.97
2839,EMP-2214,2024-07-01,0,19,237.5,0.0
2840,EMP-2215,2024-07-01,0,18,225.0,0.0
2841,EMP-2216,2024-07-01,0,12,150.0,0.0
2842,EMP-2217,2024-07-01,0,9,112.5,0.0
2843,EMP-2218,2024-07-01,0,9,112.5,0.0
2844,EMP-2219,2024-07-01,0,18,225.0,0.0
2845,EMP-2220,2024-07-01,0,0,0.0,0.0
2846,EMP-2221,2024-07-01,2,0,0.0,95.6
2847,EMP-2222,2024-07-01,1,0,0.0,110.37
2848,EMP-2223,2024-07-01,1,0,0.0,52.47
2849,EMP-2224,2024-07-01,0,2,25.0,0.0
2850,EMP-2225,2024-07-01,0,11,137.5,0.0
2851,EMP-2226,2024-07-01,0,7,87.5,0.0
2852,EMP-2227,2024-07-01,0,18,225.0,0.0
2853,EMP-2229,2024-07-01,0,10,125.0,0.0
2854,EMP-2230,2024-07-01,0,5,62.5,0.0
2855,EMP-2231,2024-07-01,0,3,37.5,0.0
2856,EMP-2232,2024-07-01,0,7,87.5,0.0
2857,EMP-2233,2024-07-01,0,4,50.0,0.0
2858,EMP-2234,2024-07-01,0,12,150.0,0.0
2859,EMP-2235,2024-07-01,1,0,0.0,132.7
2860,EMP-2236,2024-07-01,0,9,112.5,0.0
2861,EMP-2237,2024-07-01,0,1,12.5,0.0
2862,EMP-2238,2024-07-01,1,0,0.0,36.77
2863,EMP-2239,2024-07-01,0,8,100.0,0.0
2864,EMP-2240,2024-07-01,0,14,175.0,0.0
2865,EMP-2242,2024-07-01,0,18,225.0,0.0
2866,EMP-2243,2024-07-01,0,18,225.0,0.0
2867,EMP-2245,2024-07-01,0,6,75.0,0.0
2868,EMP-2246,2024-07-01,0,7,87.5,0.0
2869,EMP-2247,2024-07-01,0,6,75.0,0.0
2870,EMP-2248,2024-07-01,1,0,0.0,118.67
2871,EMP-2251,2024-07-01,0,2,25.0,0.0
2872,EMP-2252,2024-07-01,0,0,0.0,0.0
2873,EMP-2253,2024-07-01,0,0,0.0,0.0
2874,EMP-2255,2024-07-01,0,4,50.0,0.0
2875,EMP-2256,2024-07-01,0,20,250.0,0.0
2876,EMP-2257,2024-07-01,0,4,50.0,0.0
2877,EMP-2258,2024-07-01,0,9,112.5,0.0
2878,EMP-2259,2024-07-01,2,0,0.0,132.2
2879,EMP-2260,2024-07-01,0,11,137.5,0.0
2880,EMP-2261,2024-07-01,0,1,12.5,0.0
2881,EMP-2262,2024-07-01,0,11,137.5,0.0
2882,EMP-2263,2024-07-01,2,0,0.0,65.4
2883,EMP-2264,2024-07-01,0,8,100.0,0.0
2884,EMP-2265,2024-07-01,2,0,0.0,86.2
2885,EMP-2266,2024-07-01,0,11,137.5,0.0
2886,EMP-2267,2024-07-01,0,7,87.5,0.0
2887,EMP-2268,2024-07-01,1,0,0.0,47.6
2888,EMP-2270,2024-07-01,0,17,212.5,0.0
2889,EMP-2271,2024-07-01,3,0,0.0,120.7
2890,EMP-2272,2024-07-01,0,12,150.0,0.0
2891,EMP-2274,2024-07-01,5,0,0.0,226.17
2892,EMP-2275,2024-07-01,0,14,175.0,0.0
2893,EMP-2276,2024-07-01,0,12,150.0,0.0
2894,EMP-2277,2024-07-01,0,10,125.0,0.0
2895,EMP-2281,2024-07-01,0,2,25.0,0.0
2896,EMP-2283,2024-07-01,0,4,50.0,0.0
2897,EMP-2284,2024-07-01,0,2,25.0,0.0
2898,EMP-2285,2024-07-01,3,0,0.0,148.1
2899,EMP-2286,2024-07-01,0,9,112.5,0.0
2900,EMP-2288,2024-07-01,0,5,62.5,0.0
2901,EMP-2289,2024-07-01,0,20,250.0,0.0
2902,EMP-2290,2024-07-01,3,0,0.0,169.0
2903,EMP-2291,2024-07-01,0,13,162.5,0.0
2904,EMP-2294,2024-07-01,2,0,0.0,231.67
2905,EMP-2295,2024-07-01,3,0,0.0,174.7
2906,EMP-2297,2024-07-01,0,10,125.0,0.0
2907,EMP-2299,2024-07-01,2,0,0.0,97.73
2908,EMP-2300,2024-07-01,0,0,0.0,0.0
2909,EMP-2301,2024-07-01,0,7,87.5,0.0
2910,EMP-2302,2024-07-01,0,9,112.5,0.0
2911,EMP-2303,2024-07-01,1,0,0.0,45.0
2912,EMP-2304,2024-07-01,0,7,87.5,0.0
2913,EMP-2305,2024-07-01,0,5,62.5,0.0
2914,EMP-2306,2024-07-01,0,0,0.0,0.0
2915,EMP-2307,2024-07-01,3,0,0.0,360.6
2916,EMP-2308,2024-07-01,0,3,37.5,0.0
2917,EMP-2309,2024-07-01,1,0,0.0,104.03
2918,EMP-2310,2024-07-01,1,0,0.0,57.6
2919,EMP-2311,2024-07-01,0,2,25.0,0.0
2920,EMP-2313,2024-07-01,0,11,137.5,0.0
2921,EMP-2314,2024-07-01,0,0,0.0,0.0
2922,EMP-2315,2024-07-01,3,0,0.0,104.7
2923,EMP-2316,2024-07-01,0,18,225.0,0.0
2924,EMP-2317,2024-07-01,0,6,75.0,0.0
2925,EMP-2318,2024-07-01,0,9,112.5,0.0
2926,EMP-2319,2024-07-01,0,1,12.5,0.0
2927,EMP-2320,2024-07-01,0,12,150.0,0.0
2928,EMP-2322,2024-07-01,2,0,0.0,96.53
2929,EMP-2323,2024-07-01,0,0,0.0,0.0
2930,EMP-2324,2024-07-01,0,11,137.5,0.0
2931,EMP-2325,2024-07-01,0,11,137.5,0.0
2932,EMP-2326,2024-07-01,0,4,50.0,0.0
2933,EMP-2327,2024-07-01,0,4,50.0,0.0
2934,EMP-2328,2024-07-01,0,8,100.0,0.0
2935,EMP-2329,2024-07-01,0,0,0.0,0.0
2936,EMP-2330,2024-07-01,0,0,0.0,0.0
2937,EMP-2333,2024-07-01,0,17,212.5,0.0
2938,EMP-2334,2024-07-01,0,6,75.0,0.0
2939,EMP-2335,2024-07-01,0,13,162.5,0.0
2940,EMP-2336,2024-07-01,1,0,0.0,73.23
2941,EMP-2337,2024-07-01,1,0,0.0,24.17
2942,EMP-2338,2024-07-01,0,18,225.0,0.0
2943,EMP-2339,2024-07-01,0,18,225.0,0.0
2944,EMP-2340,2024-07-01,2,0,0.0,44.07
2945,EMP-2341,2024-07-01,0,13,162.5,0.0
2946,EMP-2342,2024-07-01,0,19,237.5,0.0
2947,EMP-2343,2024-07-01,0,13,162.5,0.0
2948,EMP-2344,2024-07-01,0,17,212.5,0.0
2949,EMP-2345,2024-07-01,0,8,100.0,0.0
2950,EMP-2346,2024-07-01,1,0,0.0,70.33
2951,EMP-2347,2024-07-01,0,2,25.0,0.0
2952,EMP-2350,2024-07-01,0,10,125.0,0.0
2953,EMP-2351,2024-07-01,0,7,87.5,0.0
2954,EMP-2352,2024-07-01,0,0,0.0,0.0
2955,EMP-2356,2024-07-01,0,6,75.0,0.0
2956,EMP-2357,2024-07-01,2,0,0.0,119.47
2957,EMP-2358,2024-07-01,2,0,0.0,72.87
2958,EMP-2359,2024-07-01,1,0,0.0,22.33
2959,EMP-2361,2024-07-01,0,2,25.0,0.0
2960,EMP-2362,2024-07-01,0,0,0.0,0.0
2961,EMP-2364,2024-07-01,0,6,75.0,0.0
2962,EMP-2366,2024-07-01,0,20,250.0,0.0
2963,EMP-2367,2024-07-01,1,0,0.0,56.43
2964,EMP-2368,2024-07-01,0,11,137.5,0.0
2965,EMP-2369,2024-07-01,0,4,50.0,0.0
2966,EMP-2370,2024-07-01,2,0,0.0,268.93
2967,EMP-2371,2024-07-01,0,18,225.0,0.0
2968,EMP-2373,2024-07-01,0,6,75.0,0.0
2969,EMP-2374,2024-07-01,0,17,212.5,0.0
2970,EMP-2375,2024-07-01,0,20,250.0,0.0
2971,EMP-2376,2024-07-01,0,18,225.0,0.0
2972,EMP-2377,2024-07-01,0,12,150.0,0.0
2973,EMP-2379,2024-07-01,1,0,0.0,138.6
2974,EMP-2382,2024-07-01,0,9,112.5,0.0
2975,EMP-2383,2024-07-01,1,0,0.0,58.57
2976,EMP-2384,2024-07-01,0,15,187.5,0.0
2977,EMP-2385,2024-07-01,0,4,50.0,0.0
2978,EMP-2387,2024-07-01,0,18,225.0,0.0
2979,EMP-2390,2024-07-01,0,15,187.5,0.0
2980,EMP-2391,2024-07-01,0,16,200.0,0.0
2981,EMP-2392,2024-07-01,1,0,0.0,22.77
2982,EMP-2394,2024-07-01,0,0,0.0,0.0
2983,EMP-2395,2024-07-01,1,0,0.0,95.07
2984,EMP-2396,2024-07-01,0,6,75.0,0.0
2985,EMP-2398,2024-07-01,0,7,87.5,0.0
2986,EMP-2399,2024-07-01,0,2,25.0,0.0
2987,EMP-2402,2024-07-01,0,13,162.5,0.0
2988,EMP-2405,2024-07-01,0,11,137.5,0.0
2989,EMP-2406,2024-07-01,0,5,62.5,0.0
2990,EMP-2407,2024-07-01,0,17,212.5,0.0
2991,EMP-2408,2024-07-01,1,0,0.0,112.23
2992,EMP-2409,2024-07-01,0,13,162.5,0.0
2993,EMP-2410,2024-07-01,0,0,0.0,0.0
2994,EMP-2411,2024-07-01,1,0,0.0,47.73
2995,EMP-2412,2024-07-01,0,10,125.0,0.0
2996,EMP-2413,2024-07-01,3,0,0.0,65.9
2997,EMP-2415,2024-07-01,1,0,0.0,112.07
2998,EMP-2417,2024-07-01,1,0,0.0,25.9
2999,EMP-2418,2024-07-01,0,5,62.5,0.0
3000,EMP-2420,2024-07-01,0,2,25.0,0.0
3001,EMP-2422,2024-07-01,1,0,0.0,51.27
3002,EMP-2423,2024-07-01,1,0,0.0,38.77
3003,EMP-2424,2024-07-01,0,12,150.0,0.0
3004,EMP-2425,2024-07-01,0,0,0.0,0.0
3005,EMP-2426,2024-07-01,2,0,0.0,73.0
3006,EMP-2428,2024-07-01,2,0,0.0,84.13
3007,EMP-2429,2024-07-01,0,9,112.5,0.0
3008,EMP-2431,2024-07-01,0,17,212.5,0.0
3009,EMP-2433,2024-07-01,1,0,0.0,25.6
3010,EMP-2434,2024-07-01,2,0,0.0,137.73
3011,EMP-2435,2024-07-01,0,1,12.5,0.0
3012,EMP-2436,2024-07-01,0,5,62.5,0.0
3013,EMP-2437,2024-07-01,0,8,100.0,0.0
3014,EMP-2438,2024-07-01,0,8,100.0,0.0
3015,EMP-2440,2024-07-01,1,0,0.0,86.37
3016,EMP-2441,2024-07-01,0,16,200.0,0.0
3017,EMP-2442,2024-07-01,1,0,0.0,31.03
3018,EMP-2443,2024-07-01,1,0,0.0,27.3
3019,EMP-2445,2024-07-01,0,16,200.0,0.0
3020,EMP-2446,2024-07-01,0,14,175.0,0.0
3021,EMP-2450,2024-07-01,1,0,0.0,48.43
3022,EMP-2452,2024-07-01,0,6,75.0,0.0
3023,EMP-2453,2024-07-01,0,10,125.0,0.0
3024,EMP-2455,2024-07-01,0,11,137.5,0.0
3025,EMP-2456,2024-07-01,0,4,50.0,0.0
3026,EMP-2457,2024-07-01,3,0,0.0,123.8
3027,EMP-2458,2024-07-01,2,0,0.0,85.6
3028,EMP-2459,2024-07-01,2,0,0.0,69.87
3029,EMP-2461,2024-07-01,0,3,37.5,0.0
3030,EMP-2462,2024-07-01,0,19,237.5,0.0
3031,EMP-2463,2024-07-01,0,1,12.5,0.0
3032,EMP-2464,2024-07-01,0,5,62.5,0.0
3033,EMP-2465,2024-07-01,3,0,0.0,167.8
3034,EMP-2466,2024-07-01,0,17,212.5,0.0
3035,EMP-2469,2024-07-01,0,7,87.5,0.0
3036,EMP-2470,2024-07-01,0,19,237.5,0.0
3037,EMP-2471,2024-07-01,0,10,125.0,0.0
3038,EMP-2474,2024-07-01,0,12,150.0,0.0
3039,EMP-2476,2024-07-01,5,0,0.0,722.0
3040,EMP-2477,2024-07-01,0,14,175.0,0.0
3041,EMP-2478,2024-07-01,0,10,125.0,0.0
3042,EMP-2479,2024-07-01,3,0,0.0,147.9
3043,EMP-2481,2024-07-01,0,19,237.5,0.0
3044,EMP-2482,2024-07-01,0,2,25.0,0.0
3045,EMP-2483,2024-07-01,1,0,0.0,129.27
3046,EMP-2484,2024-07-01,0,4,50.0,0.0
3047,EMP-2486,2024-07-01,0,16,200.0,0.0
3048,EMP-2488,2024-07-01,0,11,137.5,0.0
3049,EMP-2489,2024-07-01,0,11,137.5,0.0
3050,EMP-2491,2024-07-01,0,18,225.0,0.0
3051,EMP-2492,2024-07-01,0,0,0.0,0.0
3052,EMP-2493,2024-07-01,0,5,62.5,0.0
3053,EMP-2495,2024-07-01,2,0,0.0,88.4
3054,EMP-2496,2024-07-01,0,16,200.0,0.0
3055,EMP-2497,2024-07-01,0,2,25.0,0.0
3056,EMP-2498,2024-07-01,1,0,0.0,56.1
3057,EMP-2499,2024-07-01,0,12,150.0,0.0
3058,EMP-2500,2024-07-01,2,0,0.0,252.2
3059,EMP-2501,2024-07-01,0,1,12.5,0.0
3060,EMP-2502,2024-07-01,3,0,0.0,239.9
3061,EMP-2503,2024-07-01,0,18,225.0,0.0
3062,EMP-2504,2024-07-01,1,0,0.0,37.9
3063,EMP-2505,2024-07-01,1,0,0.0,140.2
3064,EMP-2506,2024-07-01,0,9,112.5,0.0
3065,EMP-2508,2024-07-01,0,5,62.5,0.0
3066,EMP-2509,2024-07-01,0,19,237.5,0.0
3067,EMP-2510,2024-07-01,0,1,12.5,0.0
3068,EMP-2511,2024-07-01,0,5,62.5,0.0
3069,EMP-2512,2024-07-01,0,17,212.5,0.0
3070,EMP-2513,2024-07-01,0,20,250.0,0.0
3071,EMP-2514,2024-07-01,0,14,175.0,0.0
3072,EMP-2517,2024-07-01,1,0,0.0,50.03
3073,EMP-2518,2024-07-01,0,18,225.0,0.0
3074,EMP-2520,2024-07-01,0,18,225.0,0.0
3075,EMP-2521,2024-07-01,1,0,0.0,70.4
3076,EMP-2522,2024-07-01,0,17,212.5,0.0
3077,EMP-2524,2024-07-01,0,8,100.0,0.0
3078,EMP-2525,2024-07-01,0,10,125.0,0.0
3079,EMP-2526,2024-07-01,1,0,0.0,57.6
3080,EMP-2527,2024-07-01,0,8,100.0,0.0
3081,EMP-2528,2024-07-01,0,3,37.5,0.0
3082,EMP-2529,2024-07-01,0,19,237.5,0.0
3083,EMP-2531,2024-07-01,0,15,187.5,0.0
3084,EMP-2532,2024-07-01,0,15,187.5,0.0
3085,EMP-2533,2024-07-01,0,4,50.0,0.0
3086,EMP-2534,2024-07-01,0,8,100.0,0.0
3087,EMP-2535,2024-07-01,2,0,0.0,71.13
3088,EMP-2536,2024-07-01,0,7,87.5,0.0
3089,EMP-2538,2024-07-01,0,0,0.0,0.0
3090,EMP-2539,2024-07-01,0,18,225.0,0.0
3091,EMP-2541,2024-07-01,0,9,112.5,0.0
3092,EMP-2543,2024-07-01,0,9,112.5,0.0
3093,EMP-2544,2024-07-01,2,0,0.0,219.47
3094,EMP-2545,2024-07-01,0,6,75.0,0.0
3095,EMP-2546,2024-07-01,0,4,50.0,0.0
3096,EMP-2548,2024-07-01,0,17,212.5,0.0
3097,EMP-2549,2024-07-01,0,7,87.5,0.0
3098,EMP-2551,2024-07-01,0,11,137.5,0.0
3099,EMP-2552,2024-07-01,0,18,225.0,0.0
3100,EMP-2553,2024-07-01,0,11,137.5,0.0
3101,EMP-2554,2024-07-01,0,11,137.5,0.0
3102,EMP-2556,2024-07-01,2,0,0.0,181.13
3103,EMP-2557,2024-07-01,0,9,112.5,0.0
3104,EMP-2558,2024-07-01,0,20,250.0,0.0
3105,EMP-2560,2024-07-01,0,18,225.0,0.0
3106,EMP-2561,2024-07-01,1,0,0.0,30.3
3107,EMP-2562,2024-07-01,2,0,0.0,61.73
3108,EMP-2563,2024-07-01,0,4,50.0,0.0
3109,EMP-2564,2024-07-01,0,0,0.0,0.0
3110,EMP-2565,2024-07-01,0,18,225.0,0.0
3111,EMP-2567,2024-07-01,0,11,137.5,0.0
3112,EMP-2568,2024-07-01,0,6,75.0,0.0
3113,EMP-2570,2024-07-01,3,0,0.0,60.5
3114,EMP-2571,2024-07-01,0,10,125.0,0.0
3115,EMP-2572,2024-07-01,0,6,75.0,0.0
3116,EMP-2574,2024-07-01,2,0,0.0,114.2
3117,EMP-2575,2024-07-01,1,0,0.0,49.77
3118,EMP-2576,2024-07-01,1,0,0.0,21.43
3119,EMP-2577,2024-07-01,0,11,137.5,0.0
3120,EMP-2578,2024-07-01,1,0,0.0,99.97
3121,EMP-2579,2024-07-01,0,0,0.0,0.0
3122,EMP-2580,2024-07-01,1,0,0.0,59.8
3123,EMP-2581,2024-07-01,0,20,250.0,0.0
3124,EMP-2582,2024-07-01,0,15,187.5,0.0
3125,EMP-2583,2024-07-01,0,17,212.5,0.0
3126,EMP-2584,2024-07-01,0,9,112.5,0.0
3127,EMP-2585,2024-07-01,0,7,87.5,0.0
3128,EMP-2587,2024-07-01,0,20,250.0,0.0
3129,EMP-2588,2024-07-01,1,0,0.0,138.87
3130,EMP-2589,2024-07-01,2,0,0.0,166.93
3131,EMP-2590,2024-07-01,0,11,137.5,0.0
3132,EMP-2591,2024-07-01,0,16,200.0,0.0
3133,EMP-2592,2024-07-01,0,14,175.0,0.0
3134,EMP-2594,2024-07-01,1,0,0.0,84.3
3135,EMP-2595,2024-07-01,0,15,187.5,0.0
3136,EMP-2598,2024-07-01,0,6,75.0,0.0
3137,EMP-2599,2024-07-01,2,0,0.0,98.47
3138,EMP-2001,2024-08-01,1,0,0.0,23.3
3139,EMP-2003,2024-08-01,2,0,0.0,66.33
3140,EMP-2004,2024-08-01,0,5,62.5,0.0
3141,EMP-2005,2024-08-01,0,6,75.0,0.0
3142,EMP-2006,2024-08-01,2,0,0.0,55.07
3143,EMP-2008,2024-08-01,0,11,137.5,0.0
3144,EMP-2010,2024-08-01,0,11,137.5,0.0
3145,EMP-2011,2024-08-01,0,10,125.0,0.0
3146,EMP-2012,2024-08-01,0,7,87.5,0.0
3147,EMP-2014,2024-08-01,0,18,225.0,0.0
3148,EMP-2015,2024-08-01,0,7,87.5,0.0
3149,EMP-2016,2024-08-01,0,11,137.5,0.0
3150,EMP-2017,2024-08-01,0,4,50.0,0.0
3151,EMP-2018,2024-08-01,0,14,175.0,0.0
3152,EMP-2019,2024-08-01,3,0,0.0,82.9
3153,EMP-2020,2024-08-01,0,1,12.5,0.0
3154,EMP-2024,2024-08-01,0,8,100.0,0.0
3155,EMP-2025,2024-08-01,0,18,225.0,0.0
3156,EMP-2026,2024-08-01,0,10,125.0,0.0
3157,EMP-2027,2024-08-01,0,2,25.0,0.0
3158,EMP-2028,2024-08-01,0,12,150.0,0.0
3159,EMP-2029,2024-08-01,1,0,0.0,40.27
3160,EMP-2030,2024-08-01,0,6,75.0,0.0
3161,EMP-2031,2024-08-01,3,0,0.0,436.7
3162,EMP-2032,2024-08-01,0,14,175.0,0.0
3163,EMP-2034,2024-08-01,0,16,200.0,0.0
3164,EMP-2036,2024-08-01,2,0,0.0,88.73
3165,EMP-2037,2024-08-01,0,16,200.0,0.0
3166,EMP-2038,2024-08-01,3,0,0.0,99.3
3167,EMP-2039,2024-08-01,1,0,0.0,54.87
3168,EMP-2040,2024-08-01,1,0,0.0,57.47
3169,EMP-2041,2024-08-01,0,19,237.5,0.0
3170,EMP-2042,2024-08-01,0,0,0.0,0.0
3171,EMP-2043,2024-08-01,0,0,0.0,0.0
3172,EMP-2044,2024-08-01,3,0,0.0,93.9
3173,EMP-2047,2024-08-01,0,12,150.0,0.0
3174,EMP-2049,2024-08-01,0,12,150.0,0.0
3175,EMP-2050,2024-08-01,3,0,0.0,135.6
3176,EMP-2051,2024-08-01,2,0,0.0,81.2
3177,EMP-2052,2024-08-01,0,8,100.0,0.0
3178,EMP-2053,2024-08-01,0,12,150.0,0.0
3179,EMP-2055,2024-08-01,1,0,0.0,90.37
3180,EMP-2056,2024-08-01,0,2,25.0,0.0
3181,EMP-2057,2024-08-01,0,11,137.5,0.0
3182,EMP-2058,2024-08-01,2,0,0.0,54.6
3183,EMP-2059,2024-08-01,0,2,25.0,0.0
3184,EMP-2060,2024-08-01,0,15,187.5,0.0
3185,EMP-2061,2024-08-01,0,6,75.0,0.0
3186,EMP-2062,2024-08-01,0,4,50.0,0.0
3187,EMP-2063,2024-08-01,0,18,225.0,0.0
3188,EMP-2064,2024-08-01,0,6,75.0,0.0
3189,EMP-2065,2024-08-01,0,11,137.5,0.0
3190,EMP-2066,2024-08-01,0,15,187.5,0.0
3191,EMP-2069,2024-08-01,0,6,75.0,0.0
3192,EMP-2070,2024-08-01,0,10,125.0,0.0
3193,EMP-2071,2024-08-01,2,0,0.0,40.93
3194,EMP-2072,2024-08-01,0,7,87.5,0.0
3195,EMP-2073,2024-08-01,0,19,237.5,0.0
3196,EMP-2074,2024-08-01,0,18,225.0,0.0
3197,EMP-2075,2024-08-01,0,7,87.5,0.0
3198,EMP-2076,2024-08-01,0,14,175.0,0.0
3199,EMP-2078,2024-08-01,1,0,0.0,48.3
3200,EMP-2081,2024-08-01,0,12,150.0,0.0
3201,EMP-2082,2024-08-01,1,0,0.0,44.9
3202,EMP-2083,2024-08-01,1,0,0.0,71.57
3203,EMP-2084,2024-08-01,1,0,0.0,36.1
3204,EMP-2085,2024-08-01,0,10,125.0,0.0
3205,EMP-2086,2024-08-01,1,0,0.0,22.67
3206,EMP-2087,2024-08-01,0,18,225.0,0.0
3207,EMP-2089,2024-08-01,2,0,0.0,110.27
3208,EMP-2090,2024-08-01,1,0,0.0,88.67
3209,EMP-2091,2024-08-01,0,17,212.5,0.0
3210,EMP-2093,2024-08-01,2,0,0.0,43.2
3211,EMP-2094,2024-08-01,2,0,0.0,63.27
3212,EMP-2095,2024-08-01,0,20,250.0,0.0
3213,EMP-2096,2024-08-01,0,2,25.0,0.0
3214,EMP-2098,2024-08-01,0,2,25.0,0.0
3215,EMP-2101,2024-08-01,0,18,225.0,0.0
3216,EMP-2102,2024-08-01,0,19,237.5,0.0
3217,EMP-2103,2024-08-01,1,0,0.0,30.73
3218,EMP-2104,2024-08-01,0,19,237.5,0.0
3219,EMP-2105,2024-08-01,0,19,237.5,0.0
3220,EMP-2106,2024-08-01,1,0,0.0,67.9
3221,EMP-2107,2024-08-01,0,7,87.5,0.0
3222,EMP-2109,2024-08-01,0,8,100.0,0.0
3223,EMP-2110,2024-08-01,2,0,0.0,234.07
3224,EMP-2112,2024-08-01,0,7,87.5,0.0
3225,EMP-2113,2024-08-01,0,1,12.5,0.0
3226,EMP-2115,2024-08-01,0,4,50.0,0.0
3227,EMP-2116,2024-08-01,1,0,0.0,32.13
3228,EMP-2117,2024-08-01,3,0,0.0,75.2
3229,EMP-2120,2024-08-01,0,9,112.5,0.0
3230,EMP-2121,2024-08-01,1,0,0.0,43.37
3231,EMP-2122,2024-08-01,1,0,0.0,117.53
3232,EMP-2123,2024-08-01,0,5,62.5,0.0
3233,EMP-2124,2024-08-01,1,0,0.0,22.57
3234,EMP-2125,2024-08-01,0,15,187.5,0.0
3235,EMP-2127,2024-08-01,0,13,162.5,0.0
3236,EMP-2129,2024-08-01,0,17,212.5,0.0
3237,EMP-2130,2024-08-01,0,20,250.0,0.0
3238,EMP-2131,2024-08-01,0,8,100.0,0.0
3239,EMP-2133,2024-08-01,0,17,212.5,0.0
3240,EMP-2134,2024-08-01,0,20,250.0,0.0
3241,EMP-2136,2024-08-01,1,0,0.0,70.8
3242,EMP-2137,2024-08-01,0,17,212.5,0.0
3243,EMP-2139,2024-08-01,0,13,162.5,0.0
3244,EMP-2142,2024-08-01,0,8,100.0,0.0
3245,EMP-2144,2024-08-01,2,0,0.0,143.53
3246,EMP-2145,2024-08-01,0,11,137.5,0.0
3247,EMP-2146,2024-08-01,0,7,87.5,0.0
3248,EMP-2147,2024-08-01,0,8,100.0,0.0
3249,EMP-2148,2024-08-01,0,9,112.5,0.0
3250,EMP-2149,2024-08-01,0,4,50.0,0.0
3251,EMP-2150,2024-08-01,2,0,0.0,211.2
3252,EMP-2151,2024-08-01,0,8,100.0,0.0
3253,EMP-2152,2024-08-01,0,17,212.5,0.0
3254,EMP-2156,2024-08-01,0,15,187.5,0.0
3255,EMP-2157,2024-08-01,0,0,0.0,0.0
3256,EMP-2158,2024-08-01,0,13,162.5,0.0
3257,EMP-2159,2024-08-01,0,11,137.5,0.0
3258,EMP-2160,2024-08-01,0,9,112.5,0.0
3259,EMP-2161,2024-08-01,2,0,0.0,106.0
3260,EMP-2164,2024-08-01,1,0,0.0,39.53
3261,EMP-2165,2024-08-01,0,18,225.0,0.0
3262,EMP-2167,2024-08-01,1,0,0.0,28.8
3263,EMP-2168,2024-08-01,0,18,225.0,0.0
3264,EMP-2170,2024-08-01,2,0,0.0,197.93
3265,EMP-2171,2024-08-01,0,20,250.0,0.0
3266,EMP-2172,2024-08-01,0,1,12.5,0.0
3267,EMP-2173,2024-08-01,0,11,137.5,0.0
3268,EMP-2174,2024-08-01,0,2,25.0,0.0
3269,EMP-2175,2024-08-01,0,20,250.0,0.0
3270,EMP-2177,2024-08-01,2,0,0.0,261.27
3271,EMP-2178,2024-08-01,0,11,137.5,0.0
3272,EMP-2180,2024-08-01,0,12,150.0,0.0
3273,EMP-2181,2024-08-01,0,0,0.0,0.0
3274,EMP-2182,2024-08-01,2,0,0.0,252.87
3275,EMP-2183,2024-08-01,2,0,0.0,71.4
3276,EMP-2184,2024-08-01,3,0,0.0,132.3
3277,EMP-2185,2024-08-01,0,8,100.0,0.0
3278,EMP-2186,2024-08-01,3,0,0.0,105.9
3279,EMP-2187,2024-08-01,0,11,137.5,0.0
3280,EMP-2188,2024-08-01,0,6,75.0,0.0
3281,EMP-2189,2024-08-01,1,0,0.0,99.8
3282,EMP-2190,2024-08-01,0,20,250.0,0.0
